16.,NC,000913,1529640-1530976,((((((((((...((((((((&))))))))...)))))))))),-157,-137,66,86,-17.84,-29.00,3.67,7.49,-3.36,"conserved protein",b1460,chromosome,0009131529640-1530976_43-63
17.,NC,000913,4589480-4591335,(((((((((((((.(((&))).))))))).)))))),461,477,64,81,-17.69,-29.30,4.57,7.04,-3.31,"methyl accepting chemotaxis protein I; serine sensor receptor",b4355,chromosome,0009134589480-4591335_661-677
18.,NC,000913,c3217298-3215578,(((((((((((((&))))))))))))),139,151,25,37,-17.68,-25.70,4.01,4.01,-3.31,"fused signal transducer for aerotaxis sensory component/methyl accepting chemotaxis component",b3072,chromosome,000913c3217298-3215578_339-351
19.,NC,000913,467895-469867,((((((((((((...(((((((((&)))))))))....)))))))))))),432,455,37,61,-17.67,-34.90,8.92,8.31,-3.3,"fused predicted multidrug transporter subunits of ABC superfamily ATP binding components",b0448,chromosome,000913467895-469867_632-655
20.,NC,000913,c1577566-1575681,((((((((((((((((&)))))))))..))))))),1411,1426,54,71,-17.54,-29.10,4.82,6.74,-3.25,"fused predicted multidrug transporter subunits of ABC superfamily membrane component/ATP binding component",b1496,chromosome,000913c1577566-1575681_1611-1626
21.,NC,000913,628917-631222,((((((((.(((((((((((..((((&)))))))))).))))))))))))),341,366,52,75,-17.19,-36.80,10.93,8.68,-3.13,"carbon starvation protein",b0598,chromosome,000913628917-631222_541-566
22.,NC,000913,c621612-620408,(((..(((((((((((..(((((((((&))))))))).))))))))))).))),-183,-157,70,94,-17.16,-40.50,11.04,12.30,-3.12,"iron enterobactin transporter subunit",b0590,chromosome,000913c621612-620408_17-43
23.,NC,000913,c2398387-2395461,(((((((((((((((..((&))..))))))))))))))),1736,1754,76,94,-17.15,-36.10,9.33,9.62,-3.11,"NADH ubiquinone oxidoreductase; chain G",b2283,chromosome,000913c2398387-2395461_1936-1954
24.,NC,000913,3931174-3931793,(((((...((((((((((((((&))))))))))))))...))))),269,290,65,86,-17.02,-32.30,7.79,7.49,-3.07,"predicted cytoplasmic sugar binding protein",b3748,chromosome,0009133931174-3931793_469-490
25.,NC,000913,100565-102240,((((((((((((.((((((((((&)))))))))))))))))))))),-193,-171,73,94,-16.83,-41.40,12.52,12.05,-3,"UDP N acetylmuramate L alanine ligase",b0091,chromosome,000913100565-102240_7-29
26.,NC,000913,c2841668-2841058,(((.((((((((((...(((((((&)))))))....)))))))))).))),28,51,35,59,-16.80,-28.60,4.22,7.58,-2.99,"protein required for maturation of hydrogenase 3",b2718,chromosome,000913c2841668-2841058_228-251
27.,NC,000913,2838812-2840436,(((((((((((&))))))))))),620,630,1,11,-16.75,-24.50,2.98,4.77,-2.97,"cryptic 6 phospho beta glucosidase",b2716,chromosome,0009132838812-2840436_820-830
28.,NC,000913,c135782-134788,(((((((((((((...(((((((((((((&)))))))))))))...))))).)))))))),720,748,48,77,-16.70,-38.90,12.96,9.24,-2.95,"S adenosylmethionine decarboxylase",b0120,chromosome,000913c135782-134788_920-948
29.,NC,000913,c844903-842478,(((((((((((((((.((.((((((((((&))).))))))))))))).))))))))))),1115,1143,16,44,-16.65,-37.20,10.78,9.77,-2.93,"predicted mechanosensitive channel",b0808,chromosome,000913c844903-842478_1315-1343
30.,NC,000913,3677242-3678371,((((((((((.((((((((&)))))))).)))))))))),458,476,76,94,-16.56,-36.10,9.92,9.62,-2.9,"ketodeoxygluconokinase",b3526,chromosome,0009133677242-3678371_658-676
31.,NC,000913,c2029142-2028472,((((....((((((.(((((((.((&)).))))))))))))))))),433,457,64,83,-16.54,-28.90,4.93,7.43,-2.89,"DNA mismatch endonuclease of very short patch repair",b1960,chromosome,000913c2029142-2028472_633-657
32.,NC,000913,c3508035-3506609,((((((((((((((((.(((..(((((&))))).)))))))))).))))))))),260,286,53,78,-16.50,-32.70,7.13,9.07,-2.88,"predicted mutase",b3380,chromosome,000913c3508035-3506609_460-486
33.,NC,000913,3291222-3293458,((((((.((((((((((.((((((&)))))))))))))))).)))))),1617,1640,64,86,-16.48,-34.80,10.83,7.49,-2.87,"conserved protein",b3147,chromosome,0009133291222-3293458_1817-1840
34.,NC,000913,4395235-4397282,((((((((((((((((&)))))))))))))))),1132,1147,70,85,-16.46,-31.90,8.11,7.33,-2.86,"methyl directed mismatch repair protein",b4170,chromosome,0009134395235-4397282_1332-1347
35.,NC,000913,1426873-1430435,(((((((((.((((((((&)))))))).))))))))),1857,1874,25,42,-16.37,-27.30,6.91,4.02,-2.83,"Rac prophage; predicted tail fiber protein",b1372,chromosome,0009131426873-1430435_2057-2074
36.,NC,000913,c1449573-1447100,((((((((((((((&)))))))))))))),2240,2253,69,82,-16.32,-28.20,5.07,6.81,-2.81,"tyramine oxidase; copper requiring",b1386,chromosome,000913c1449573-1447100_2440-2453
37.,NC,000913,903936-904966,(((((((..(((((((((((((&))))))))..))))).))))))),-162,-141,64,86,-16.30,-28.80,5.01,7.49,-2.8,"1;6 anhydro N acetylmuramyl L alanine amidase; Zn dependent; OM lipoprotein",b0867,chromosome,000913903936-904966_38-59
38.,NC,000913,4609219-4610024,(((((.((((((.((((((&)))))).)))))).))))),407,425,64,82,-16.24,-27.60,4.30,7.06,-2.78,"periplasmic protein",b4376,chromosome,0009134609219-4610024_607-625
39.,NC,000913,548650-549665,((((((((((((((((((&)))))))))).)))))))),424,441,1,19,-16.14,-31.40,9.66,5.60,-2.75,"conserved protein",b0520,chromosome,000913548650-549665_624-641
40.,NC,000913,3974101-3975551,(((((((((((..((((((((&))))))))))))))))))),303,323,68,86,-16.12,-35.50,11.90,7.48,-2.74,"O antigen translocase",b3792,chromosome,0009133974101-3975551_503-523
41.,NC,000913,c2301719-2301025,((((((((((((((&)))))))).)))))),258,271,69,83,-16.02,-29.80,6.38,7.40,-2.7,"ferredoxin type protein; role in electron transfer to periplasmic nitrate reductase NapA",b2208,chromosome,000913c2301719-2301025_458-471
42.,NC,000913,1423454-1424106,((((.((((((((((&)))))))))))))),-199,-185,70,83,-15.99,-27.60,4.47,7.14,-2.69,"NA",ref_NC_000913.2_1423454-1424106,chromosome,0009131423454-1424106_1-15
43.,NC,000913,1424278-1425410,((((((((((..(((((.((((((&)))))).)))))..)))))))))),480,503,66,89,-15.89,-31.30,7.19,8.22,-2.65,"NA",ref_NC_000913.2_1424278-1425410,chromosome,0009131424278-1425410_680-703
44.,NC,000913,106357-107474,(((((((((((((..((((&))))..))))))))))))),96,114,63,81,-15.87,-32.20,9.28,7.05,-2.65,"UDP 3 O acyl N acetylglucosamine deacetylase",b0096,chromosome,000913106357-107474_296-314
45.,NC,000913,1472045-1473105,(((((((.(((((.((((((((&))))))))))))).))))))),756,777,54,74,-15.86,-36.10,11.78,8.46,-2.64,"predicted oxidoreductase; NAD(P) binding",b1406,chromosome,0009131472045-1473105_956-977
46.,NC,000913,c3204478-3203346,(((((((((((((((.((((((&)))))).).)))))))))))))),-75,-54,68,90,-15.83,-34.80,8.78,10.19,-2.63,"transcriptional activator of ttdABT",b3060,chromosome,000913c3204478-3203346_125-146
47.,NC,000913,514943-515820,(((((((((..((((((&))))))))))))))),252,268,73,87,-15.79,-25.90,3.02,7.09,-2.62,"predicted transporter subunit ATP binding component of ABC superfamily",b0490,chromosome,000913514943-515820_452-468
48.,NC,000913,2831734-2833067,((((((((((((...((((((((&)))).))))....)))))))))))),1018,1040,54,78,-15.72,-36.90,12.34,8.84,-2.59,"NADH flavorubredoxin oxidoreductase",b2711,chromosome,0009132831734-2833067_1218-1240
49.,NC,000913,854986-856778,(((((((((((..((((((&))))))...))))))))))),817,835,64,83,-15.70,-30.20,7.07,7.43,-2.59,"fused predicted transporter subunits of ABC superfamily ATP binding components",b0820,chromosome,000913854986-856778_1017-1035
50.,NC,000913,1278887-1282830,(((((((..((.(((((((((((((((&)))))))))))...))))))))))))),1134,1160,52,78,-15.66,-33.80,8.98,9.16,-2.57,"nitrate reductase 1; alpha subunit",b1224,chromosome,0009131278887-1282830_1334-1360
51.,NC,000913,c2114120-2112526,(((((....((((((((((..((&))..))))))))))))))),495,517,64,82,-15.63,-29.70,7.01,7.06,-2.56,"colanic acid biosynthesis protein",b2043,chromosome,000913c2114120-2112526_695-717
52.,NC,000913,2561802-2562394,(((..(((((((((((((((&)))))).))))).))))..))),-68,-49,50,71,-15.63,-31.70,9.26,6.81,-2.56,"CPZ 55 prophage; predicted protein",b2449,chromosome,0009132561802-2562394_132-151
53.,NC,000913,1055284-1056512,((((((((.((((((((..((((&))))..)))))))).))))).))),961,983,63,86,-15.51,-30.90,7.89,7.50,-2.52,"periplasmic sensory protein associated with the TorRS two component regulatory system",b0994,chromosome,0009131055284-1056512_1161-1183
54.,NC,000913,c2673983-2672722,((((((((((((((((&)))))))))))))))),64,79,68,83,-15.44,-33.10,10.24,7.42,-2.49,"predicted oxidoreductase; Zn dependent and NAD(P) binding",b2545,chromosome,000913c2673983-2672722_264-279
55.,NC,000913,3279798-3281152,((((..((((((((((((((((&))))))))))).)))))..)))),696,717,18,40,-15.37,-35.30,10.21,9.72,-2.47,"tagatose 6 phosphate ketose/aldose isomerase",b3136,chromosome,0009133279798-3281152_896-917
56.,NC,000913,3658237-3661550,((((.(((((((((((((&)))))))))))))....)))),1381,1398,63,83,-15.36,-29.10,6.31,7.43,-2.46,"multidrug transporter; RpoS dependent",b3514,chromosome,0009133658237-3661550_1581-1598
57.,NC,000913,2998167-3000625,(((((((((((((.(((((((((((&)))))...)))))))))).))))))))),114,138,28,55,-15.30,-25.10,4.82,4.98,-2.44,"xanthine dehydrogenase; molybdenum binding subunit",b2866,chromosome,0009132998167-3000625_314-338
58.,NC,000913,1152323-1153332,(((((((((((((((&))))))))))))))),266,280,18,32,-15.28,-29.90,4.99,9.63,-2.43,"4 amino 4 deoxychorismate lyase component of para aminobenzoate synthase multienzyme complex",b1096,chromosome,0009131152323-1153332_466-480
59.,NC,000913,3405429-3407080,((((...((.(((((((.(((&))).))))))).))..)))),963,983,52,71,-15.26,-29.50,7.47,6.77,-2.43,"pantothenate sodium symporter",b3258,chromosome,0009133405429-3407080_1163-1183
60.,NC,000913,c2591992-2591094,((((((((((((&)))))))))))),-197,-186,2,13,-15.26,-23.10,2.91,4.93,-2.43,"predicted hydrolase",b2473,chromosome,000913c2591992-2591094_3-14
61.,NC,000913,30617-34038,((((((.(((((((((((((&)))))))))))))..)))))),2731,2750,64,84,-15.25,-32.40,9.72,7.43,-2.42,"carbamoyl phosphate synthase large subunit",b0033,chromosome,00091330617-34038_2931-2950
62.,NC,000913,c1791782-1790833,((((((((((.(((((((((&))))))))))))))))))),6,25,28,46,-15.24,-23.50,6.15,2.11,-2.42,"vitamin B12 transporter subunit ATP binding component of ABC superfamily",b1709,chromosome,000913c1791782-1790833_206-225
63.,NC,000913,829895-831459,((((((.(((((.((.((((((((&))))))))))))))))))))),-135,-112,53,73,-15.23,-30.00,6.45,8.32,-2.41,"ATP dependent RNA helicase",b0797,chromosome,000913829895-831459_65-88
64.,NC,000913,3417956-3419337,(((((((((((((.((..((((&))))..)).)))).))))))))),635,656,64,86,-15.20,-30.70,8.01,7.49,-2.4,"predicted amino acid transporter subunit",b3269,chromosome,0009133417956-3419337_835-856
65.,NC,000913,1833897-1835263,((((((((((((&)))))))))))),-41,-30,50,61,-15.18,-25.30,4.34,5.78,-2.4,"conserved protein",b1754,chromosome,0009131833897-1835263_159-170
66.,NC,000913,c849520-848433,(((((..((((..(((&)))..))))..))))),450,465,69,84,-15.10,-30.20,7.69,7.41,-2.37,"threonine and homoserine efflux system",b0813,chromosome,000913c849520-848433_650-665
67.,NC,000913,1848684-1849900,(((((((..(((((((.(((((((&)))))))))))..)))..))))))),654,677,50,74,-15.09,-33.10,9.31,8.70,-2.36,"cytoplasmic L asparaginase I",b1767,chromosome,0009131848684-1849900_854-877
68.,NC,000913,c1970915-1969054,(((((((((((((&))))))).)))))),456,468,68,81,-15.07,-26.20,4.19,6.94,-2.36,"methyl accepting chemotaxis protein II",b1886,chromosome,000913c1970915-1969054_656-668
69.,NC,000913,c1607246-1606132,(((((((((((((&))))))))))))),25,37,50,62,-15.07,-28.00,7.14,5.79,-2.36,"predicted inner membrane protein; bestrophin family",b1520,chromosome,000913c1607246-1606132_225-237
70.,NC,000913,c2192390-2191081,((((.(((.((((((((..((((((((&))))))))...))))))))))))))),212,238,69,94,-15.04,-40.80,13.08,12.68,-2.35,"antiporter inner membrane protein",b2113,chromosome,000913c2192390-2191081_412-438
71.,NC,000913,c3139508-3138814,(((((((((((&))))))))))),437,447,52,62,-15.03,-22.90,3.07,4.80,-2.34,"maturation protease for hydrogenase 2",b2993,chromosome,000913c3139508-3138814_637-647
72.,NC,000913,c1584710-1582231,((((((((((((&)))))))))))),453,464,1,12,-14.96,-24.40,4.57,4.87,-2.32,"predicted oxidoreductase",b1501,chromosome,000913c1584710-1582231_653-664
73.,NC,000913,c1973548-1971384,(((((..((.((((((((((((&)))))))))))).))))))),495,516,64,83,-14.95,-33.90,11.52,7.43,-2.31,"fused chemotactic sensory histidine kinase in two component regulatory system with CheB and CheY sensory histidine kinase/signal sensing protein",b1888,chromosome,000913c1973548-1971384_695-716
74.,NC,000913,c3602466-3600773,(((((.(((((((((((((&)))))))))))))))))),1254,1272,70,87,-14.93,-28.60,6.33,7.34,-2.31,"Signal Recognition Particle (SRP) receptor",b3464,chromosome,000913c3602466-3600773_1454-1472
75.,NC,000913,c443939-442828,(((((((((((((((((((&))))))...)))).))))))))),753,771,64,86,-14.90,-28.40,6.01,7.49,-2.29,"2 dehydropantoate reductase; NADPH specific",b0425,chromosome,000913c443939-442828_953-971
76.,NC,000913,c2124446-2123767,((((((((((((((.(((&))).)))))))))))))),-181,-164,25,42,-14.87,-24.50,5.61,4.02,-2.28,"GDP mannose mannosyl hydrolase",b2051,chromosome,000913c2124446-2123767_19-36
77.,NC,000913,1626176-1627062,((((((.(.((((((((...(((((((&)))))))))))))))).)))))),631,657,70,92,-14.83,-34.90,8.01,12.06,-2.27,"predicted DNA binding transcriptional regulator",b1540,chromosome,0009131626176-1627062_831-857
78.,NC,000913,c3589134-3588047,(((((((....(((((((((&)))))))))...))))))),-141,-122,52,70,-14.82,-28.40,6.82,6.76,-2.27,"glycerol 3 phosphate transporter subunit",b3452,chromosome,000913c3589134-3588047_59-78
79.,NC,000913,c2510928-2509490,((((((((((((((..(((&)))..)))))))).)))))),384,402,16,35,-14.81,-32.20,7.73,9.66,-2.26,"manganese/divalent cation transporter",b2392,chromosome,000913c2510928-2509490_584-602
80.,NC,000913,540912-542257,((((((((((((((&)))))))))))))),847,860,16,29,-14.81,-29.70,5.55,9.34,-2.26,"glycerate kinase II",b0514,chromosome,000913540912-542257_1047-1060
81.,NC,000913,2601669-2602816,((((((((((((((((((((&)))))))))......)).))))))))),175,194,52,78,-14.78,-30.50,6.56,9.16,-2.25,"hydrogenase 4; membrane subunit",b2483,chromosome,0009132601669-2602816_375-394
82.,NC,000913,657970-658373,(((((((....(((((((((((((&)))))))))))))..))))))),-150,-127,37,58,-14.78,-26.70,6.00,5.92,-2.25,"TatABCE protein translocation system subunit",b0627,chromosome,000913657970-658373_50-73
83.,NC,000913,4198389-4199284,((..(((((((..(((..((((((((&))))))))...))))))))))..)),449,474,53,77,-14.76,-34.80,10.97,9.07,-2.24,"conserved protein",b4001,chromosome,0009134198389-4199284_649-674
84.,NC,000913,c2119778-2118184,(((((....(((((((((.((((((((((&))))))))))..))).))))))))))),1047,1075,50,76,-14.75,-33.70,9.72,9.23,-2.24,"predicted UDP glucose lipid carrier transferase",b2047,chromosome,000913c2119778-2118184_1247-1275
85.,NC,000913,3341766-3342691,(((((((.(((((((((((&))))))))))).))))))),74,92,64,82,-14.74,-29.00,7.20,7.06,-2.24,"lipopolysaccharide export ABC transporter ATP binding protein of the LptBFGC export complex",b3201,chromosome,0009133341766-3342691_274-292
86.,NC,000913,c2189132-2186452,(((((((((((((((&))))))))))))))),1834,1848,65,79,-14.74,-24.20,3.62,5.84,-2.24,"predicted outer membrane protein",b2109,chromosome,000913c2189132-2186452_2034-2048
87.,NC,000913,3622201-3623537,(((((((.(((((((((&)))))))))))))))),-153,-137,66,81,-14.71,-26.00,4.28,7.01,-2.23,"predicted transposase",b3484,chromosome,0009133622201-3623537_47-63
88.,NC,000913,400771-402386,((((..(((((((((((((((&)))))))))))))))......)))),1254,1274,28,52,-14.71,-24.00,6.99,2.30,-2.23,"bacterial alkaline phosphatase",b0383,chromosome,000913400771-402386_1454-1474
89.,NC,000913,c3714617-3712084,((((((((((..((((..((((&))))..))))..)))))))))),736,757,68,89,-14.68,-30.40,7.50,8.22,-2.21,"biotin sulfoxide reductase",b3551,chromosome,000913c3714617-3712084_936-957
90.,NC,000913,c443065-442275,(((((((((((((((((((&))))))...)))).))))))))),-121,-103,64,86,-14.66,-28.40,6.25,7.49,-2.21,"Oxidative stress resistance chaperone",b0424,chromosome,000913c443065-442275_79-97
91.,NC,000913,c840954-838472,(((((((((((.(((((((((&))))..))))).))))))))))),1696,1716,59,81,-14.66,-33.30,7.79,10.85,-2.21,"catecholate siderophore receptor Fiu",b0805,chromosome,000913c840954-838472_1896-1916
92.,NC,000913,2602633-2604272,(((((((((((&))))))))))),705,715,73,83,-14.63,-24.80,3.25,6.92,-2.2,"hydrogenase 4; membrane subunit",b2484,chromosome,0009132602633-2604272_905-915
93.,NC,000913,675734-676641,((((((((((.(((.(((((((((&)))))))))....))).)))))))))),318,341,64,90,-14.60,-34.00,9.20,10.20,-2.19,"predicted protein",b0645,chromosome,000913675734-676641_518-541
94.,NC,000913,1772510-1773468,(((((.(((((((((.((((((.(((&))).))))))))))))))).))))),690,715,59,83,-14.58,-38.20,12.75,10.87,-2.18,"3 dehydroquinate dehydratase",b1693,chromosome,0009131772510-1773468_890-915
95.,NC,000913,c2186636-2185402,((((((...((((((((((((&))))))))))))..)))))),-163,-143,64,83,-14.54,-29.30,7.33,7.43,-2.16,"predicted fimbrial like adhesin protein",b2108,chromosome,000913c2186636-2185402_37-57
96.,NC,000913,c4366550-4364914,((((((((((((...((((.((((&))))))))...)))))))))))),40,63,53,75,-14.53,-32.40,9.24,8.63,-2.16,"aspartate ammonia lyase",b4139,chromosome,000913c4366550-4364914_240-263
97.,NC,000913,161905-164534,(((((((.(.(((((((((&))))).))))).))))))),-162,-144,53,71,-14.52,-28.40,7.12,6.76,-2.16,"predicted ATP dependent helicase",b0148,chromosome,000913161905-164534_38-56
98.,NC,000913,c4565469-4563989,(((((((((((((((&))))))))))))))),-80,-66,70,84,-14.50,-29.40,7.63,7.27,-2.15,"zinc type alcohol dehydrogenase like protein",b4336,chromosome,000913c4565469-4563989_120-134
99.,NC,000913,3403739-3405288,((((((((((((((&)))))))))))))),726,739,70,83,-14.48,-30.60,8.98,7.14,-2.14,"acetyl CoA carboxylase; biotin carboxylase subunit",b3256,chromosome,0009133403739-3405288_926-939
100.,NC,000913,1250089-1252208,(((((.(((((((.....((((((&))))))....))))))).))))),1076,1099,6,28,-14.46,-34.00,8.51,11.03,-2.13,"DNA binding transcription activator of the dhaKLM operon",b1201,chromosome,0009131250089-1252208_1276-1299
101.,NC,000913,676438-678065,((((((((((((((&)))))))))))))),429,442,65,78,-14.45,-21.20,1.85,4.90,-2.13,"predicted co chaperone",b0646,chromosome,000913676438-678065_629-642
102.,NC,000913,2019693-2020630,((((((((.((.((((((((..(((((&)))))..))))))))..)).)))))))),-11,15,44,71,-14.45,-31.10,9.84,6.81,-2.13,"flagellar biosynthesis protein",b1948,chromosome,0009132019693-2020630_189-215
103.,NC,000913,c268384-267321,(((((((((..(&)..))))))))),803,814,1,12,-14.44,-23.00,3.69,4.87,-2.13,"CP4 6 prophage; predicted GTP binding protein",b0253,chromosome,000913c268384-267321_1003-1014
104.,NC,000913,c590377-587205,((((((((((((((((((((&)).)))))))))))).)))))),429,448,73,94,-14.42,-36.40,9.93,12.05,-2.12,"bacteriophage N4 receptor; outer membrane subunit",b0568,chromosome,000913c590377-587205_629-648
105.,NC,000913,519440-522054,((((((((.((((((((((((((&))))))...)))))))).)))))))),2378,2400,6,31,-14.41,-35.20,8.37,12.42,-2.12,"predicted ABC transporter permease",b0496,chromosome,000913519440-522054_2578-2600
106.,NC,000913,c4281298-4279806,(((((((((&))))))))),-192,-184,1,9,-14.40,-19.90,1.22,4.28,-2.11,"conserved protein",b4066,chromosome,000913c4281298-4279806_8-16
107.,NC,000913,c4437485-4436731,(((((((((((((&))))))))))))),181,193,82,94,-14.39,-25.00,4.79,5.82,-2.11,"predicted transcriptional regulator",b4216,chromosome,000913c4437485-4436731_381-393
108.,NC,000913,869990-871110,(((((..((((((((.(((((&)))))..))))))))..))))),219,239,52,73,-14.38,-30.80,7.96,8.46,-2.11,"glutathione transporter; permease component; ABC superfamily",b0831,chromosome,000913869990-871110_419-439
109.,NC,000913,3556090-3557888,(((((...(((((((((.((((((((((&))))))))))...)))))))))))))),981,1008,76,102,-14.36,-44.60,14.88,15.36,-2.1,"sigma 54 dependent transcriptional regulator of rtcBA expression",b3422,chromosome,0009133556090-3557888_1181-1208
110.,NC,000913,c2594081-2591866,((((((((((((&)))))))))))),1892,1903,2,13,-14.35,-23.10,3.82,4.93,-2.09,"Elongator methionine tRNA (ac4C34) acetyltransferase",b2474,chromosome,000913c2594081-2591866_2092-2103
111.,NC,000913,c3543066-3542096,(((((((((((((((((((((&)))))))).)))))...)))))))),158,178,51,75,-14.35,-32.60,9.53,8.72,-2.09,"carboxylesterase of pimeloyl CoA synthesis",b3412,chromosome,000913c3543066-3542096_358-378
112.,NC,000913,c4566742-4565310,(((((((((((((((&))))))))))))))),1193,1207,70,84,-14.34,-29.40,7.79,7.27,-2.09,"multidrug efflux system protein",b4337,chromosome,000913c4566742-4565310_1393-1407
113.,NC,000913,c609511-608682,(((((((((((((&))))))))))))),612,624,74,86,-14.34,-24.90,3.59,6.97,-2.09,"phosphopantetheinyltransferase component of enterobactin synthase multienzyme complex",b0583,chromosome,000913c609511-608682_812-824
114.,NC,000913,c1979836-1978212,(((((((((((((((....((((((&))))))....)))))))))..)))))),477,501,52,78,-14.33,-29.30,5.81,9.16,-2.09,"trehalose 6 phosphate synthase",b1896,chromosome,000913c1979836-1978212_677-701
115.,NC,000913,c1431898-1431108,(((((((((((((((&)))))))).))))))),58,72,64,79,-14.30,-24.50,4.32,5.88,-2.08,"Rac prophage; predicted site specific recombinase",b1374,chromosome,000913c1431898-1431108_258-272
116.,NC,000913,1288268-1289373,((((((((((((((&)))))))))))))),-22,-9,61,74,-14.28,-23.70,5.93,3.49,-2.07,"conserved protein; patatin like family",b1234,chromosome,0009131288268-1289373_178-191
117.,NC,000913,1023494-1025748,((((..((((((.....((((((.(((&)))))))))...))))))..)))),337,363,54,77,-14.26,-33.00,9.90,8.84,-2.06,"DNA helicase IV",b0962,chromosome,0009131023494-1025748_537-563
118.,NC,000913,1631446-1632236,(((((((((((((((&)))))))).))))))),57,71,64,79,-14.26,-24.50,4.36,5.88,-2.06,"Qin prophage; predicted site specific recombinase",b1545,chromosome,0009131631446-1632236_257-271
119.,NC,000913,89894-91035,((((.(((((((((.((((..((((((&)))))))))).))))))))).)))),-178,-152,70,94,-14.21,-38.80,12.29,12.30,-2.04,"16S rRNA m(4)C1402 methyltranserfase; SAM dependent",b0082,chromosome,00091389894-91035_22-48
120.,NC,000913,c1435117-1433784,(((((((((...((((((((.(((((.(((&))))))))))))))))...))))))))),856,885,52,79,-14.20,-34.60,9.91,10.49,-2.04,"outer membrane pore protein N; non specific",b1377,chromosome,000913c1435117-1433784_1056-1085
121.,NC,000913,890990-892092,(((((.((((((((((((...((((((&)))))).)))))...)))))))))))),432,458,52,78,-14.19,-33.80,10.45,9.16,-2.04,"ribosomal protein S6 modification protein",b0852,chromosome,000913890990-892092_632-658
122.,NC,000913,c319425-317900,((((((((((((.((((&))))..)))))))))))),932,948,25,42,-14.18,-24.90,6.70,4.02,-2.03,"predicted pyridine nucleotide disulfide oxidoreductase",b0304,chromosome,000913c319425-317900_1132-1148
123.,NC,000913,1478733-1480225,(((.(((((.((((((((&)))))))).))))).))),774,791,66,83,-14.15,-23.30,1.72,7.43,-2.02,"predicted phosphatase inner membrane protein",b1411,chromosome,0009131478733-1480225_974-991
